"MaritalStatus";"ApplicationMode";"ApplicationOrder";"Course";"DaytimeEveningAttendance";"PreviousQualification";"PreviousQualificationGrade";"Nationality";"MotherQualification";"FatherQualification";"MotherOccupation";"FatherOccupation";"AdmissionGrade";"Displaced";"EducationalSpecialNeeds";"Debtor";"TuitionFeesUpToDate";"Gender";"ScholarshipHolder";"AgeAtEnrollment";"International";"CurricularUnits1stSemCredited";"CurricularUnits1stSemEnrolled";"CurricularUnits1stSemEvaluation";"CurricularUnits1stSemApproved";"CurricularUnits1stSemGrade";"CurricularUnits1stSemNoEvaluation";"CurricularUnits2ndSemCredited";"CurricularUnits2ndSemEnrolled";"CurricularUnits2ndSemEvaluations";"CurricularUnits2ndSemApproved";"CurricularUnits2ndSemGrade";"CurricularUnits2ndSemNoEvaluation";"AverageCurricularGrade";"UnemploymentRate";"InflationRate";"GDP";"Target"
"1";"1";"1";"9670";"1";"1";"132";"1";"4";"2";"123";"112";"143.60";"1";"0";"0";"1";"1";"0";"20";"0";"0";"6";"8";"5";"12.80";"0";"0";"6";"10";"5";"11.60";"0";"12.2";"13.90";"-0.30";"0.79";"2"
"1";"44";"1";"9238";"1";"39";"130";"1";"38";"38";"5";"10";"126.70";"0";"0";"1";"1";"0";"0";"21";"0";"3";"6";"6";"6";"12.17";"0";"2";"6";"7";"6";"11.72";"0";"11.95";"13.90";"-0.30";"0.79";"3"
"1";"18";"2";"9853";"1";"1";"168";"1";"1";"19";"3";"9";"126.80";"1";"0";"0";"1";"1";"0";"18";"0";"0";"6";"7";"5";"12.60";"0";"0";"6";"6";"6";"13.00";"0";"12.8";"10.80";"1.40";"1.74";"2"
"1";"1";"1";"171";"1";"1";"131";"1";"19";"38";"4";"5";"132.80";"1";"0";"0";"1";"0";"0";"18";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"7.60";"2.60";"0.32";"2"
"1";"17";"1";"9238";"1";"1";"116";"1";"1";"1";"3";"3";"119.20";"1";"0";"0";"1";"0";"1";"18";"0";"0";"6";"6";"6";"14.00";"0";"0";"6";"6";"6";"13.50";"0";"13.75";"8.90";"1.40";"3.51";"3"
"1";"43";"1";"171";"1";"39";"140";"1";"38";"37";"9";"7";"140.00";"0";"0";"0";"0";"1";"0";"25";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"1";"1";"5";"9070";"1";"1";"123";"1";"3";"1";"9";"3";"121.30";"1";"0";"0";"1";"0";"0";"20";"0";"0";"6";"6";"6";"11.17";"0";"0";"6";"9";"6";"11.50";"0";"11.34";"12.40";"0.50";"1.79";"2"
"1";"1";"2";"9070";"1";"1";"145";"1";"38";"19";"7";"7";"130.00";"1";"0";"0";"1";"1";"0";"18";"0";"0";"6";"7";"6";"12.84";"0";"0";"6";"7";"6";"12.58";"0";"12.71";"8.90";"1.40";"3.51";"3"
"2";"39";"1";"8014";"0";"19";"134";"1";"19";"37";"6";"8";"149.50";"0";"0";"0";"1";"1";"0";"48";"0";"0";"6";"6";"0";"0.00";"0";"0";"5";"6";"0";"0.00";"0";"0";"12.40";"0.50";"1.79";"1"
"1";"1";"6";"9147";"1";"1";"142";"1";"38";"37";"7";"7";"134.30";"0";"1";"0";"1";"1";"0";"21";"0";"0";"5";"0";"0";"0.00";"0";"0";"5";"0";"0";"0.00";"0";"0";"10.80";"1.40";"1.74";"1"
"1";"18";"4";"9085";"1";"1";"170";"1";"1";"1";"4";"5";"166.60";"0";"0";"1";"0";"0";"1";"20";"0";"2";"5";"8";"5";"14.40";"1";"0";"5";"6";"5";"14.00";"0";"14.2";"12.70";"3.70";"-1.70";"1"
"1";"43";"1";"171";"1";"2";"140";"1";"37";"37";"9";"9";"140.00";"1";"0";"0";"1";"0";"0";"34";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"10.80";"1.40";"1.74";"1"
"1";"17";"1";"9254";"1";"1";"118";"1";"1";"19";"5";"4";"118.00";"0";"0";"0";"1";"0";"1";"19";"0";"0";"6";"7";"5";"11.00";"0";"0";"6";"7";"5";"12.80";"0";"11.9";"12.40";"0.50";"1.79";"3"
"1";"1";"3";"9070";"1";"1";"139";"1";"1";"38";"4";"7";"142.20";"1";"0";"0";"1";"0";"1";"19";"0";"0";"6";"6";"6";"12.84";"0";"0";"6";"6";"6";"12.84";"0";"12.84";"9.40";"-0.80";"-3.12";"3"
"1";"39";"1";"9130";"1";"1";"120";"1";"1";"38";"9";"9";"150.00";"0";"0";"0";"1";"1";"0";"25";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"6";"0";"0.00";"0";"0";"12.40";"0.50";"1.79";"1"
"1";"1";"3";"9773";"1";"1";"158";"1";"1";"38";"4";"7";"157.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"6";"12.67";"0";"0";"6";"7";"6";"12.58";"0";"12.63";"10.80";"1.40";"1.74";"3"
"1";"17";"4";"9238";"1";"1";"129";"1";"37";"37";"9";"8";"117.10";"1";"0";"0";"1";"1";"0";"21";"0";"0";"6";"6";"6";"12.34";"0";"0";"6";"7";"6";"13.67";"0";"13.01";"8.90";"1.40";"3.51";"3"
"1";"17";"1";"9070";"1";"1";"123";"1";"4";"37";"2";"9";"113.90";"0";"0";"0";"1";"0";"0";"18";"0";"0";"6";"8";"6";"12.50";"0";"0";"6";"6";"6";"12.34";"0";"12.42";"15.50";"2.80";"-4.06";"2"
"1";"1";"3";"9500";"1";"1";"141";"1";"19";"19";"9";"9";"126.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"8";"8";"7";"15.66";"0";"0";"8";"8";"7";"15.66";"0";"15.66";"12.70";"3.70";"-1.70";"3"
"1";"39";"1";"9991";"0";"39";"150";"1";"19";"19";"9";"9";"150.30";"0";"0";"0";"1";"1";"0";"24";"0";"0";"5";"7";"3";"11.34";"0";"0";"5";"6";"0";"0.00";"0";"5.67";"10.80";"1.40";"1.74";"1"
"1";"43";"1";"9119";"1";"1";"128";"1";"1";"38";"4";"7";"100.00";"0";"0";"0";"1";"1";"0";"19";"0";"0";"5";"8";"5";"12.00";"0";"0";"5";"12";"2";"10.50";"0";"11.25";"13.90";"-0.30";"0.79";"2"
"1";"1";"2";"9853";"1";"1";"133";"1";"19";"37";"4";"9";"130.20";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"12.70";"3.70";"-1.70";"1"
"1";"1";"1";"9670";"1";"1";"131";"1";"37";"37";"9";"6";"127.20";"0";"0";"0";"1";"0";"1";"18";"0";"0";"5";"7";"3";"12.67";"0";"0";"5";"5";"4";"12.50";"0";"12.59";"9.40";"-0.80";"-3.12";"2"
"1";"39";"1";"9991";"0";"1";"100";"1";"37";"37";"9";"6";"153.50";"0";"0";"1";"0";"1";"0";"31";"0";"0";"5";"9";"0";"0.00";"0";"0";"5";"6";"0";"0.00";"0";"0";"12.40";"0.50";"1.79";"1"
"1";"1";"1";"9500";"1";"1";"150";"1";"1";"1";"5";"1";"155.60";"0";"0";"0";"1";"0";"0";"19";"0";"0";"7";"7";"7";"14.30";"0";"0";"8";"9";"8";"14.06";"0";"14.18";"16.20";"0.30";"-0.92";"3"
"1";"17";"2";"9147";"1";"1";"118";"1";"19";"1";"9";"3";"113.50";"1";"0";"1";"1";"0";"0";"20";"0";"0";"5";"10";"2";"11.50";"0";"0";"5";"8";"3";"10.00";"0";"10.75";"11.10";"0.60";"2.02";"2"
"2";"39";"1";"8014";"0";"1";"140";"1";"37";"37";"9";"9";"101.00";"0";"0";"0";"1";"0";"0";"35";"0";"0";"6";"7";"6";"12.50";"0";"0";"6";"6";"6";"12.17";"0";"12.34";"15.50";"2.80";"-4.06";"3"
"4";"39";"1";"9991";"0";"1";"130";"1";"37";"37";"9";"9";"127.60";"0";"0";"0";"1";"1";"0";"29";"0";"0";"5";"5";"0";"0.00";"0";"0";"5";"5";"0";"0.00";"0";"0";"7.60";"2.60";"0.32";"2"
"1";"17";"1";"9147";"1";"1";"135";"1";"37";"38";"9";"9";"128.00";"1";"0";"1";"1";"0";"1";"18";"0";"0";"5";"5";"5";"12.80";"0";"0";"5";"5";"5";"13.00";"0";"12.9";"11.10";"0.60";"2.02";"3"
"1";"1";"4";"9500";"1";"1";"136";"1";"38";"1";"5";"6";"133.90";"1";"0";"0";"1";"0";"0";"18";"0";"0";"7";"9";"7";"14.72";"0";"0";"8";"9";"8";"14.63";"0";"14.68";"15.50";"2.80";"-4.06";"3"
"1";"43";"1";"9773";"1";"1";"140";"1";"3";"37";"3";"7";"116.90";"0";"0";"0";"1";"1";"0";"32";"0";"6";"11";"15";"7";"11.29";"0";"5";"7";"10";"6";"12.34";"0";"11.82";"13.90";"-0.30";"0.79";"2"
"1";"39";"1";"9556";"1";"19";"134";"1";"37";"37";"9";"10";"100.00";"0";"0";"0";"1";"1";"0";"31";"0";"0";"7";"7";"0";"0.00";"0";"0";"7";"7";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"1";"39";"1";"9670";"1";"1";"140";"1";"37";"37";"9";"9";"148.00";"1";"0";"0";"0";"1";"0";"31";"0";"0";"6";"14";"0";"0.00";"0";"0";"6";"6";"0";"0.00";"0";"0";"12.70";"3.70";"-1.70";"1"
"1";"1";"2";"9085";"1";"1";"122";"1";"1";"1";"193";"101";"126.20";"0";"0";"0";"1";"0";"0";"19";"0";"0";"6";"8";"6";"14.00";"0";"0";"6";"18";"3";"12.67";"0";"13.34";"12.40";"0.50";"1.79";"3"
"1";"39";"1";"9003";"1";"1";"140";"1";"3";"1";"5";"9";"130.00";"0";"0";"0";"1";"1";"0";"27";"0";"0";"6";"6";"6";"14.17";"0";"0";"6";"7";"6";"13.84";"0";"14.01";"11.10";"0.60";"2.02";"3"
"1";"1";"1";"9070";"1";"1";"124";"1";"19";"37";"4";"4";"126.80";"0";"0";"0";"1";"0";"1";"18";"0";"1";"6";"8";"6";"12.00";"1";"0";"6";"12";"5";"11.15";"0";"11.58";"13.90";"-0.30";"0.79";"2"
"1";"43";"1";"9130";"1";"1";"120";"1";"1";"19";"9";"9";"120.00";"1";"0";"0";"1";"0";"0";"21";"0";"0";"6";"14";"5";"11.50";"1";"0";"6";"13";"5";"11.00";"1";"11.25";"15.50";"2.80";"-4.06";"1"
"1";"1";"1";"9085";"1";"1";"134";"1";"38";"19";"9";"4";"128.40";"1";"0";"0";"1";"0";"1";"19";"0";"0";"5";"7";"5";"12.50";"0";"0";"5";"8";"5";"12.72";"0";"12.61";"10.80";"1.40";"1.74";"3"
"1";"1";"1";"9238";"1";"1";"125";"1";"19";"38";"7";"7";"118.70";"0";"0";"0";"1";"1";"0";"20";"0";"0";"6";"12";"4";"11.75";"0";"0";"6";"13";"3";"11.34";"0";"11.55";"15.50";"2.80";"-4.06";"2"
"1";"1";"1";"9500";"1";"1";"127";"1";"2";"19";"3";"9";"121.50";"0";"0";"0";"1";"1";"0";"23";"0";"0";"7";"7";"6";"13.49";"0";"0";"7";"7";"6";"13.49";"0";"13.49";"7.60";"2.60";"0.32";"3"
"1";"1";"1";"9238";"1";"1";"154";"1";"38";"38";"9";"9";"156.50";"1";"1";"0";"1";"0";"1";"18";"0";"0";"6";"8";"6";"11.72";"0";"0";"6";"6";"6";"14.67";"0";"13.2";"12.70";"3.70";"-1.70";"3"
"1";"1";"3";"9147";"1";"1";"128";"1";"3";"3";"5";"10";"116.50";"0";"0";"0";"1";"1";"0";"20";"0";"0";"5";"7";"5";"11.60";"0";"0";"5";"5";"5";"12.80";"0";"12.2";"12.40";"0.50";"1.79";"3"
"2";"39";"1";"8014";"0";"1";"120";"1";"38";"37";"5";"3";"110.50";"0";"0";"0";"1";"0";"1";"36";"0";"0";"6";"6";"6";"11.84";"0";"0";"6";"6";"6";"11.50";"0";"11.67";"10.80";"1.40";"1.74";"3"
"1";"1";"1";"9238";"1";"1";"126";"1";"38";"38";"7";"8";"126.70";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"11";"4";"12.75";"0";"0";"6";"7";"6";"11.34";"0";"12.05";"7.60";"2.60";"0.32";"3"
"1";"17";"4";"9773";"1";"1";"138";"1";"37";"19";"5";"7";"133.50";"1";"0";"0";"0";"0";"0";"18";"0";"0";"6";"7";"6";"12.50";"0";"0";"6";"6";"6";"12.17";"0";"12.34";"10.80";"1.40";"1.74";"3"
"2";"42";"1";"9556";"1";"1";"110";"1";"37";"37";"9";"6";"140.00";"0";"0";"0";"1";"1";"0";"43";"0";"0";"7";"7";"0";"0.00";"0";"0";"8";"13";"2";"13.15";"0";"6.58";"16.20";"0.30";"-0.92";"1"
"1";"1";"1";"9085";"1";"1";"142";"1";"38";"38";"9";"10";"127.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"5";"7";"3";"12.34";"0";"0";"5";"9";"5";"12.60";"0";"12.47";"10.80";"1.40";"1.74";"3"
"1";"17";"5";"9070";"1";"1";"133";"1";"4";"1";"4";"4";"132.00";"1";"1";"0";"1";"0";"1";"17";"0";"0";"6";"6";"6";"13.00";"0";"0";"6";"6";"6";"12.50";"0";"12.75";"15.50";"2.80";"-4.06";"3"
"1";"1";"1";"9130";"1";"1";"110";"1";"3";"19";"2";"9";"105.50";"1";"0";"1";"0";"0";"0";"19";"0";"0";"6";"0";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"11.10";"0.60";"2.02";"1"
"1";"1";"1";"9500";"1";"1";"127";"1";"3";"1";"2";"8";"121.40";"0";"0";"0";"1";"1";"0";"20";"0";"0";"7";"10";"5";"13.98";"0";"0";"8";"9";"8";"13.23";"0";"13.61";"12.40";"0.50";"1.79";"2"
"1";"1";"3";"9500";"1";"1";"143";"1";"19";"37";"7";"7";"127.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"8";"8";"8";"13.08";"0";"0";"8";"8";"8";"13.08";"0";"13.08";"9.40";"-0.80";"-3.12";"3"
"1";"17";"3";"9773";"1";"1";"134";"1";"2";"1";"3";"3";"129.50";"1";"0";"0";"1";"1";"0";"18";"0";"0";"6";"7";"6";"13.17";"0";"0";"6";"7";"6";"12.67";"0";"12.92";"16.20";"0.30";"-0.92";"3"
"1";"39";"1";"171";"1";"1";"134";"1";"37";"37";"9";"7";"100.00";"0";"0";"1";"1";"1";"1";"33";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"1";"43";"1";"9991";"0";"1";"120";"1";"38";"38";"9";"7";"141.00";"0";"0";"0";"1";"1";"1";"32";"0";"5";"10";"12";"10";"13.80";"0";"5";"10";"10";"10";"12.80";"0";"13.3";"10.80";"1.40";"1.74";"3"
"1";"15";"1";"9147";"1";"1";"135";"26";"1";"1";"9";"7";"135.00";"0";"0";"1";"1";"1";"0";"21";"1";"0";"5";"9";"3";"12.34";"0";"0";"5";"8";"4";"11.25";"0";"11.8";"8.90";"1.40";"3.51";"2"
"1";"1";"3";"9085";"1";"1";"138";"1";"1";"3";"4";"4";"126.30";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"8";"6";"14.00";"0";"0";"6";"9";"6";"13.34";"0";"13.67";"8.90";"1.40";"3.51";"3"
"1";"17";"2";"9238";"1";"1";"133";"1";"2";"1";"3";"4";"136.20";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"14";"1";"11.50";"0";"0";"6";"12";"2";"10.50";"0";"11";"7.60";"2.60";"0.32";"2"
"1";"43";"2";"9500";"1";"1";"120";"1";"41";"3";"2";"2";"112.70";"0";"0";"0";"1";"0";"0";"21";"0";"0";"8";"12";"6";"11.68";"0";"0";"8";"12";"6";"11.68";"0";"11.68";"10.80";"1.40";"1.74";"3"
"1";"44";"1";"9119";"1";"39";"130";"1";"19";"3";"3";"4";"130.00";"0";"0";"1";"0";"1";"0";"23";"0";"0";"5";"5";"0";"0.00";"0";"0";"5";"5";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"2";"7";"1";"8014";"0";"3";"130";"1";"19";"38";"3";"7";"130.00";"0";"0";"0";"1";"0";"0";"32";"0";"8";"14";"18";"13";"12.85";"0";"7";"11";"19";"10";"12.80";"0";"12.83";"10.80";"1.40";"1.74";"3"
"2";"39";"1";"9853";"1";"1";"130";"1";"37";"19";"7";"3";"140.00";"0";"0";"1";"1";"0";"1";"34";"0";"0";"6";"7";"6";"16.15";"0";"0";"6";"10";"6";"16.20";"0";"16.18";"9.40";"-0.80";"-3.12";"3"
"1";"7";"1";"33";"1";"40";"120";"1";"38";"37";"5";"6";"120.00";"1";"0";"1";"0";"1";"0";"25";"0";"18";"21";"26";"21";"12.37";"0";"12";"16";"21";"12";"12.25";"1";"12.31";"11.10";"0.60";"2.02";"1"
"1";"1";"1";"9085";"1";"1";"144";"13";"3";"3";"6";"6";"137.60";"1";"0";"0";"1";"0";"1";"19";"1";"0";"5";"6";"5";"15.40";"0";"0";"5";"5";"5";"16.00";"0";"15.7";"10.80";"1.40";"1.74";"3"
"5";"39";"1";"9500";"1";"3";"140";"1";"37";"38";"9";"9";"160.00";"0";"0";"0";"1";"0";"0";"27";"0";"0";"8";"8";"7";"15.95";"0";"0";"8";"8";"7";"15.95";"0";"15.95";"12.70";"3.70";"-1.70";"3"
"1";"1";"1";"9500";"1";"1";"144";"1";"38";"37";"9";"9";"125.80";"0";"0";"0";"1";"0";"1";"19";"0";"0";"8";"12";"7";"12.48";"0";"0";"8";"12";"7";"12.48";"0";"12.48";"12.70";"3.70";"-1.70";"3"
"1";"51";"1";"9070";"1";"1";"135";"1";"3";"1";"3";"5";"121.80";"0";"0";"0";"1";"0";"1";"19";"0";"5";"11";"11";"11";"13.19";"0";"5";"11";"11";"11";"12.91";"0";"13.05";"11.10";"0.60";"2.02";"3"
"1";"1";"1";"9147";"1";"1";"124";"1";"19";"19";"9";"3";"115.60";"1";"0";"0";"0";"1";"0";"20";"0";"0";"5";"9";"3";"12.00";"1";"0";"5";"7";"3";"11.00";"0";"11.5";"9.40";"-0.80";"-3.12";"1"
"4";"39";"1";"9003";"1";"1";"140";"1";"37";"37";"9";"8";"150.00";"0";"0";"0";"1";"1";"0";"28";"0";"0";"6";"12";"5";"12.00";"0";"0";"6";"10";"6";"12.34";"0";"12.17";"11.10";"0.60";"2.02";"2"
"1";"17";"4";"9119";"1";"1";"139";"1";"37";"19";"9";"4";"133.10";"1";"0";"0";"1";"1";"0";"18";"0";"0";"5";"8";"4";"12.50";"0";"0";"5";"7";"3";"14.67";"1";"13.59";"7.60";"2.60";"0.32";"2"
"1";"43";"1";"9070";"1";"1";"160";"1";"1";"2";"4";"2";"100.00";"0";"0";"0";"1";"1";"0";"38";"0";"1";"6";"9";"5";"16.00";"1";"0";"6";"11";"4";"16.50";"0";"16.25";"13.90";"-0.30";"0.79";"2"
"1";"7";"1";"9500";"1";"3";"130";"1";"19";"38";"5";"3";"130.00";"0";"0";"0";"1";"0";"0";"23";"0";"0";"8";"8";"8";"13.22";"0";"0";"8";"8";"8";"13.22";"0";"13.22";"9.40";"-0.80";"-3.12";"3"
"1";"17";"4";"9500";"1";"1";"146";"1";"4";"1";"2";"3";"140.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"8";"8";"7";"14.83";"0";"0";"8";"8";"7";"14.83";"0";"14.83";"12.70";"3.70";"-1.70";"3"
"1";"17";"1";"9070";"1";"1";"127";"1";"1";"1";"3";"4";"130.20";"1";"0";"0";"1";"1";"0";"19";"0";"0";"6";"6";"5";"11.40";"0";"0";"6";"8";"1";"10.00";"0";"10.7";"10.80";"1.40";"1.74";"2"
"1";"51";"1";"171";"1";"1";"128";"1";"2";"1";"3";"3";"131.20";"1";"0";"0";"1";"1";"0";"21";"0";"6";"12";"12";"12";"13.67";"0";"4";"11";"16";"11";"13.00";"0";"13.34";"8.90";"1.40";"3.51";"3"
"1";"44";"1";"9003";"1";"39";"120";"1";"38";"19";"3";"5";"120.00";"0";"0";"0";"1";"1";"0";"23";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"8";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"2"
"1";"43";"1";"8014";"0";"6";"134";"1";"34";"34";"0";"0";"100.00";"0";"0";"1";"1";"0";"0";"29";"0";"1";"6";"9";"4";"12.00";"0";"1";"6";"13";"2";"10.50";"0";"11.25";"7.60";"2.60";"0.32";"1"
"1";"1";"1";"9003";"1";"1";"144";"1";"19";"19";"9";"9";"132.80";"0";"0";"0";"1";"1";"1";"19";"0";"0";"6";"9";"4";"12.00";"2";"0";"6";"10";"4";"12.50";"0";"12.25";"15.50";"2.80";"-4.06";"2"
"1";"1";"1";"171";"1";"1";"142";"1";"19";"19";"7";"7";"142.00";"1";"0";"0";"1";"0";"1";"18";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"13.90";"-0.30";"0.79";"3"
"1";"44";"1";"9085";"1";"39";"140";"1";"3";"1";"4";"3";"140.00";"1";"0";"0";"1";"0";"1";"20";"0";"2";"6";"11";"6";"11.84";"0";"1";"6";"17";"5";"11.86";"0";"11.85";"12.40";"0.50";"1.79";"3"
"1";"17";"2";"9254";"1";"1";"131";"1";"1";"19";"9";"9";"130.30";"1";"0";"0";"1";"0";"1";"18";"0";"0";"6";"6";"6";"12.84";"0";"0";"6";"7";"6";"12.34";"0";"12.59";"13.90";"-0.30";"0.79";"3"
"1";"1";"1";"171";"1";"1";"172";"1";"1";"1";"4";"9";"167.10";"0";"0";"0";"1";"1";"1";"18";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"16.20";"0.30";"-0.92";"3"
"1";"1";"2";"9773";"1";"1";"116";"1";"19";"19";"4";"7";"110.10";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"6";"13.34";"0";"0";"6";"6";"6";"12.00";"0";"12.67";"11.10";"0.60";"2.02";"3"
"4";"39";"1";"9003";"1";"12";"134";"1";"37";"37";"9";"6";"160.00";"0";"0";"0";"1";"0";"0";"43";"0";"13";"18";"19";"18";"14.64";"0";"10";"13";"14";"13";"14.24";"1";"14.44";"15.50";"2.80";"-4.06";"3"
"1";"43";"1";"9670";"1";"1";"127";"22";"37";"37";"9";"9";"127.00";"1";"0";"0";"1";"1";"0";"23";"1";"3";"9";"11";"6";"10.50";"0";"4";"10";"10";"10";"11.70";"0";"11.1";"9.40";"-0.80";"-3.12";"3"
"1";"1";"1";"9130";"1";"1";"150";"1";"5";"5";"2";"2";"146.20";"0";"0";"0";"1";"0";"0";"18";"0";"0";"5";"12";"4";"13.00";"2";"0";"5";"6";"5";"14.00";"0";"13.5";"9.40";"-0.80";"-3.12";"1"
"1";"7";"1";"9119";"1";"4";"180";"1";"4";"3";"2";"7";"180.00";"0";"0";"1";"1";"1";"0";"30";"0";"0";"5";"6";"4";"14.50";"0";"0";"5";"10";"3";"16.20";"0";"15.35";"13.90";"-0.30";"0.79";"2"
"1";"1";"3";"9085";"1";"1";"133";"1";"1";"38";"9";"90";"128.20";"0";"0";"0";"1";"0";"0";"21";"0";"0";"5";"7";"5";"12.00";"0";"0";"5";"7";"4";"12.50";"0";"12.25";"7.60";"2.60";"0.32";"3"
"1";"1";"1";"9085";"1";"1";"145";"1";"38";"38";"9";"10";"139.80";"1";"0";"0";"1";"0";"0";"20";"0";"0";"5";"6";"5";"14.80";"1";"0";"5";"6";"5";"14.00";"0";"14.4";"12.70";"3.70";"-1.70";"3"
"1";"1";"4";"9500";"1";"1";"128";"1";"1";"1";"4";"10";"125.20";"1";"0";"0";"1";"1";"1";"18";"0";"0";"7";"7";"7";"14.69";"0";"0";"8";"9";"8";"15.06";"0";"14.88";"12.40";"0.50";"1.79";"3"
"1";"17";"5";"9238";"1";"1";"130";"1";"19";"1";"5";"5";"130.00";"1";"0";"0";"1";"0";"0";"20";"0";"0";"6";"8";"4";"11.25";"0";"0";"6";"15";"3";"10.00";"0";"10.63";"9.40";"-0.80";"-3.12";"2"
"1";"39";"1";"8014";"0";"38";"134";"1";"1";"1";"4";"4";"107.50";"0";"0";"1";"0";"1";"0";"29";"0";"0";"6";"6";"0";"0.00";"0";"0";"5";"5";"0";"0.00";"0";"0";"8.90";"1.40";"3.51";"1"
"1";"1";"2";"9070";"1";"1";"135";"1";"19";"37";"9";"9";"134.00";"1";"0";"0";"1";"0";"1";"22";"0";"0";"6";"10";"5";"10.80";"0";"0";"6";"7";"5";"12.80";"0";"11.8";"12.70";"3.70";"-1.70";"3"
"1";"39";"1";"9003";"1";"1";"134";"1";"37";"37";"3";"8";"130.00";"0";"0";"1";"1";"0";"1";"30";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"6";"0";"0.00";"0";"0";"11.10";"0.60";"2.02";"2"
"1";"17";"1";"9070";"1";"1";"134";"1";"38";"19";"5";"5";"128.00";"0";"0";"0";"1";"0";"1";"21";"0";"0";"6";"6";"6";"11.50";"0";"0";"6";"6";"6";"12.34";"0";"11.92";"9.40";"-0.80";"-3.12";"3"
"1";"1";"1";"9500";"1";"1";"141";"1";"19";"38";"5";"7";"125.50";"0";"0";"0";"1";"0";"0";"18";"0";"0";"8";"10";"8";"12.86";"2";"0";"8";"10";"8";"12.86";"2";"12.86";"9.40";"-0.80";"-3.12";"3"
"1";"17";"2";"9147";"1";"1";"122";"1";"19";"19";"7";"7";"116.10";"1";"0";"0";"1";"0";"1";"19";"0";"0";"5";"8";"5";"11.20";"0";"0";"5";"5";"3";"11.00";"0";"11.1";"12.40";"0.50";"1.79";"3"
"1";"17";"2";"9147";"1";"1";"129";"1";"2";"3";"2";"2";"128.30";"1";"0";"0";"1";"0";"0";"19";"0";"0";"5";"10";"3";"11.00";"0";"0";"5";"9";"4";"11.75";"0";"11.38";"12.70";"3.70";"-1.70";"2"
"1";"17";"4";"9254";"1";"1";"122";"1";"1";"1";"4";"2";"116.10";"1";"0";"0";"1";"1";"0";"19";"0";"0";"6";"7";"5";"12.20";"0";"0";"6";"12";"2";"12.00";"0";"12.1";"7.60";"2.60";"0.32";"2"
"1";"17";"2";"9070";"1";"1";"121";"1";"1";"19";"144";"144";"111.90";"1";"0";"0";"1";"1";"0";"19";"0";"0";"6";"9";"5";"12.00";"0";"0";"6";"10";"4";"11.20";"0";"11.6";"8.90";"1.40";"3.51";"3"
"1";"5";"1";"171";"1";"1";"137";"1";"3";"19";"1";"10";"144.70";"1";"0";"0";"1";"1";"0";"20";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"16.20";"0.30";"-0.92";"2"
"1";"1";"1";"9500";"1";"1";"132";"1";"19";"2";"9";"3";"126.00";"1";"0";"0";"1";"0";"0";"19";"0";"0";"7";"7";"6";"12.19";"0";"0";"7";"7";"6";"12.19";"0";"12.19";"7.60";"2.60";"0.32";"3"
"1";"18";"2";"9500";"1";"1";"131";"1";"1";"3";"3";"2";"121.20";"1";"0";"0";"1";"0";"0";"18";"0";"0";"7";"8";"7";"12.40";"0";"0";"8";"9";"8";"12.80";"0";"12.6";"16.20";"0.30";"-0.92";"3"
"1";"17";"1";"9238";"1";"1";"134";"1";"1";"38";"9";"7";"110.50";"0";"0";"0";"1";"0";"0";"19";"0";"0";"6";"10";"6";"14.25";"0";"0";"6";"7";"6";"14.00";"0";"14.13";"16.20";"0.30";"-0.92";"3"
"1";"1";"3";"9070";"1";"1";"129";"1";"5";"3";"5";"7";"124.80";"1";"0";"0";"1";"0";"0";"21";"0";"0";"6";"6";"6";"14.50";"0";"0";"6";"7";"5";"12.00";"0";"13.25";"12.40";"0.50";"1.79";"3"
